date,newCases,cumCases,newTests,cumTests,newDeaths,cumDeaths,newVaccinated,cumVaccinated,newAdmissions,cumAdmissions,FTSE Open,FTSE Close,FTSE High,FTSE Low,FTSE Volume,maxTemp,minTemp,rain,sun,U.S. cases,U.S. deaths,Central England Temp,HadCET
21/1/20,0,0,,,0,0,0,0,,,,,,,,10.1,4.2,109,53.3,1,0,3.4,34
22/1/20,0,0,,,0,0,0,0,,,,,,,,10.1,4.2,109,53.3,1,0,4.7,47
23/1/20,0,0,,,0,0,0,0,,,,,,,,10.1,4.2,109,53.3,1,0,6.3,63
24/1/20,0,0,,,0,0,0,0,,,,,,,,10.1,4.2,109,53.3,2,0,5.9,59
25/1/20,0,0,,,0,0,0,0,,,,,,,,10.1,4.2,109,53.3,3,0,6.1,61
26/1/20,0,0,,,0,0,0,0,,,,,,,,10.1,4.2,109,53.3,5,0,7,70
27/1/20,0,0,,,0,0,0,0,,,,,,,,10.1,4.2,109,53.3,5,0,5.9,59
28/1/20,0,0,,,0,0,0,0,,,,,,,,10.1,4.2,109,53.3,5,0,4.1,41
29/1/20,0,0,,,0,0,0,0,,,,,,,,10.1,4.2,109,53.3,5,0,5.6,56
30/1/20,0,0,,,1,1,0,0,,,7483.57,7381.96,7483.57,7357.62,672044352,10.1,4.2,109,53.3,6,0,7.6,76
31/1/20,2,2,,,0,1,0,0,,,7381.96,7286.01,7398.34,7275.03,680623424,10.1,4.2,109,53.3,7,0,9.4,94
1/2/20,0,2,,,0,1,0,0,,,,,,,,11,4.3,130.6,69.1,8,0,9.1,91
2/2/20,0,2,,,1,2,0,0,,,,,,,,11,4.3,130.6,69.1,11,0,8.2,82
3/2/20,0,2,,,0,2,0,0,,,7286.01,7326.31,7359.98,7285.16,625059776,11,4.3,130.6,69.1,11,0,7.7,77
4/2/20,0,2,,,0,2,0,0,,,7326.31,7439.82,7442.08,7326.31,647326656,11,4.3,130.6,69.1,11,0,6.2,62
5/2/20,0,2,,,0,2,0,0,,,7439.82,7482.48,7512.41,7408.45,782508352,11,4.3,130.6,69.1,12,0,4.6,46
6/2/20,1,3,,,0,2,0,0,,,7482.48,7504.79,7533.57,7482.48,649856512,11,4.3,130.6,69.1,12,0,3.8,38
7/2/20,0,3,,,0,2,0,0,,,7504.79,7466.7,7506.26,7441.14,652801600,11,4.3,130.6,69.1,12,0,4.8,48
8/2/20,0,3,,,0,2,0,0,,,,,,,,11,4.3,130.6,69.1,12,0,6.4,64
9/2/20,1,4,,,0,2,0,0,,,,,,,,11,4.3,130.6,69.1,12,0,8.7,87
10/2/20,4,8,,,0,2,0,0,,,7466.7,7446.88,7466.7,7427.85,563649664,11,4.3,130.6,69.1,13,0,5.9,59
11/2/20,0,8,,,0,2,0,0,,,7446.88,7499.44,7529.54,7446.88,678217280,11,4.3,130.6,69.1,13,0,4.4,44
12/2/20,0,8,,,0,2,0,0,,,7499.44,7534.37,7547.65,7499.01,550373824,11,4.3,130.6,69.1,14,0,4.7,47
13/2/20,1,9,,,0,2,0,0,,,7534.37,7452.03,7534.37,7406.94,765546624,11,4.3,130.6,69.1,15,0,5.9,59
14/2/20,0,9,,,0,2,0,0,,,7452.03,7409.13,7472.85,7403.69,613055552,11,4.3,130.6,69.1,15,0,5.9,59
15/2/20,0,9,,,0,2,0,0,,,,,,,,11,4.3,130.6,69.1,15,0,8.3,83
16/2/20,0,9,,,0,2,0,0,,,,,,,,11,4.3,130.6,69.1,15,0,8.2,82
17/2/20,0,9,,,0,2,0,0,,,7409.13,7433.25,7449.95,7409.13,391946880,11,4.3,130.6,69.1,25,0,7,70
18/2/20,0,9,,,0,2,0,0,,,7433.25,7382.01,7433.25,7353.41,690549376,11,4.3,130.6,69.1,25,0,5.8,58
19/2/20,0,9,,,0,2,0,0,,,7382.01,7457.02,7462.01,7382.01,559936256,11,4.3,130.6,69.1,25,0,6,60
20/2/20,0,9,,,0,2,0,0,,,7457.02,7436.64,7480.49,7436.64,733958528,11,4.3,130.6,69.1,27,0,6.7,67
21/2/20,0,9,,,0,2,0,0,,,7436.64,7403.92,7436.7,7370.63,769009792,11,4.3,130.6,69.1,30,0,6.7,67
22/2/20,0,9,,,1,3,0,0,,,,,,,,11,4.3,130.6,69.1,30,0,8.4,84
23/2/20,0,9,,,0,3,0,0,,,,,,,,11,4.3,130.6,69.1,30,0,8.6,86
24/2/20,4,13,,,0,3,0,0,,,7403.92,7156.83,7403.92,7114.45,1061550784,11,4.3,130.6,69.1,43,0,7.2,72
25/2/20,0,13,,,0,3,0,0,,,7156.83,7017.88,7198.23,7004.94,914785088,11,4.3,130.6,69.1,45,0,5,50
26/2/20,0,13,,,0,3,0,0,,,7017.88,7042.47,7044.66,6871.85,968162944,11,4.3,130.6,69.1,60,0,4.1,41
27/2/20,0,13,,,0,3,0,0,,,7042.47,6796.4,7042.47,6729.99,1212910976,11,4.3,130.6,69.1,60,0,3.8,38
28/2/20,6,19,,,0,3,0,0,,,6796.4,6580.61,6796.4,6460.08,1967786368,11,4.3,130.6,69.1,65,0,5.7,57
29/2/20,4,23,,,0,3,0,0,,,,,,,,11,4.3,130.6,69.1,70,1,5.1,51
1/3/20,12,35,,,0,3,0,0,,,,,,,,11.7,3.5,54.6,157.7,88,3,5.4,54
2/3/20,5,40,,,1,4,0,0,,,6580.61,6654.89,6775.18,6496.01,1725714432,11.7,3.5,54.6,157.7,104,6,4.8,48
3/3/20,11,51,,,0,4,0,0,,,6654.89,6718.2,6846.28,6654.89,1214470528,11.7,3.5,54.6,157.7,125,10,4.8,48
4/3/20,34,85,,,1,5,0,0,,,6718.2,6815.59,6856.27,6700.23,1082839680,11.7,3.5,54.6,157.7,161,12,4.2,42
5/3/20,29,114,,,2,7,0,0,,,6815.59,6705.43,6834.12,6662.61,1120076928,11.7,3.5,54.6,157.7,228,12,4.5,45
6/3/20,46,160,,,2,9,0,0,,,6705.43,6462.55,6705.43,6431.44,1249399040,11.7,3.5,54.6,157.7,311,15,4,40
7/3/20,46,206,,,0,9,0,0,,,,,,,,11.7,3.5,54.6,157.7,428,19,6.4,64
8/3/20,65,271,,,2,11,0,0,,,,,,,,11.7,3.5,54.6,157.7,547,22,8.9,89
9/3/20,50,321,,,5,16,0,0,,,6462.55,5965.77,6462.55,5891.56,2057264000,11.7,3.5,54.6,157.7,748,26,8,80
10/3/20,52,373,,,3,19,0,0,,,5965.77,5960.23,6231.06,5927.85,1673530112,11.7,3.5,54.6,157.7,1018,31,9.5,95
11/3/20,83,456,,,7,26,0,0,,,5960.23,5876.52,6088.5,5860.75,1477612544,11.7,3.5,54.6,157.7,1263,37,8.9,89
12/3/20,134,590,,,13,39,0,0,,,5876.52,5237.48,5876.52,5237.48,2197411840,11.7,3.5,54.6,157.7,1668,43,6,60
13/3/20,207,797,,,16,55,0,0,,,5237.48,5366.11,5696.48,5237.48,1905324160,11.7,3.5,54.6,157.7,2224,50,7.6,76
14/3/20,264,1061,,,21,76,0,0,,,,,,,,11.7,3.5,54.6,157.7,2898,60,8.4,84
15/3/20,330,1391,,,31,107,0,0,,,,,,,,11.7,3.5,54.6,157.7,3600,68,8.3,83
16/3/20,152,1543,,,50,157,0,0,,,5366.11,5151.08,5366.11,4898.79,2058321024,11.7,3.5,54.6,157.7,4507,91,6.8,68
17/3/20,407,1950,,,58,215,0,0,,,5151.08,5294.9,5308.95,4978.84,1842474752,11.7,3.5,54.6,157.7,5906,117,9.2,92
18/3/20,676,2626,,,73,288,0,0,,,5294.9,5080.58,5294.9,5006.2,1791793152,11.7,3.5,54.6,157.7,8350,162,9.2,92
19/3/20,643,3269,,,79,367,0,0,,,5080.58,5151.61,5181.04,4942.37,1870725120,11.7,3.5,54.6,157.7,12393,212,5.6,56
20/3/20,714,3983,,,118,485,0,0,,,5151.61,5190.78,5419.3,5151.61,2446991616,11.7,3.5,54.6,157.7,18012,277,6.7,67
21/3/20,1035,5018,,,143,628,0,0,,,,,,,,11.7,3.5,54.6,157.7,24528,360,5.9,59
22/3/20,665,5683,,,184,812,0,0,,,,,,,,11.7,3.5,54.6,157.7,33073,458,5.8,58
23/3/20,967,6650,,,208,1020,0,0,1273,4874,5190.78,4993.89,5194.83,4922.76,1580528256,11.7,3.5,54.6,157.7,43505,579,6.2,62
24/3/20,1427,8077,,,262,1282,0,0,1720,6594,4993.89,5446.01,5446.01,4993.89,1559803776,11.7,3.5,54.6,157.7,53938,785,8.6,86
25/3/20,1452,9529,,,336,1618,0,0,2085,8679,5446.01,5688.2,5741.42,5400.47,1733536512,11.7,3.5,54.6,157.7,68572,1054,8.1,81
26/3/20,2129,11658,,,413,2031,0,0,1929,10608,5688.2,5815.73,5815.73,5503.35,1461121024,11.7,3.5,54.6,157.7,85570,1353,7.3,73
27/3/20,2890,14548,,,463,2494,0,0,2227,12835,5815.73,5510.33,5815.73,5407.06,1417066240,11.7,3.5,54.6,157.7,102900,1770,6.3,63
28/3/20,2556,17104,,,516,3010,0,0,2191,15026,,,,,,11.7,3.5,54.6,157.7,123966,2300,6.7,67
29/3/20,2502,19606,,,586,3596,0,0,2489,17515,,,,,,11.7,3.5,54.6,157.7,142486,2718,4.6,46
30/3/20,2665,22271,,,710,4306,0,0,3190,20705,5510.33,5563.74,5567.2,5351.84,1113599872,11.7,3.5,54.6,157.7,163955,3368,5.1,51
31/3/20,3250,25521,,,831,5137,0,0,2832,23537,5563.74,5671.96,5702.66,5545.85,1594088960,11.7,3.5,54.6,157.7,188461,4304,6.3,63
1/4/20,4567,30088,,,923,6060,0,0,3565,27102,5671.96,5454.57,5671.96,5414.72,1651918592,17.1,5.1,51.8,249.7,215391,5325,4.9,49
2/4/20,4522,34610,,,1006,7066,0,0,3284,30386,5454.57,5480.22,5552.36,5395.07,1498528384,17.1,5.1,51.8,249.7,245108,6541,8,80
3/4/20,4672,39282,,,1061,8127,0,0,2930,33316,5480.22,5415.5,5486.29,5396.66,1163112448,17.1,5.1,51.8,249.7,277426,7932,8.2,82
4/4/20,4000,43282,,,1146,9273,0,0,2921,36237,,,,,,17.1,5.1,51.8,249.7,312525,9488,8.8,88
5/4/20,6199,49481,,,1217,10490,0,0,2916,39153,,,,,,17.1,5.1,51.8,249.7,338141,10856,12.8,128
6/4/20,4143,53624,,,1169,11659,0,0,3046,42199,5415.5,5582.39,5590.58,5415.5,1161407232,17.1,5.1,51.8,249.7,369057,12382,12.3,123
7/4/20,3888,57512,,,1291,12950,0,0,3150,45349,5582.39,5704.45,5780.21,5582.39,1548487424,17.1,5.1,51.8,249.7,399394,14616,9.6,96
8/4/20,5865,63377,,,1461,14411,0,0,2967,48316,5704.45,5677.73,5704.45,5589.73,1071282304,17.1,5.1,51.8,249.7,431214,16701,13,130
9/4/20,4675,68052,,,1372,15783,0,0,2629,50945,5677.73,5842.66,5842.66,5677.68,1251951104,17.1,5.1,51.8,249.7,465913,18821,13,130
10/4/20,5706,73758,,,1320,17103,0,0,2463,53408,,,,,,17.1,5.1,51.8,249.7,499386,21084,14.1,141
11/4/20,5233,78991,,,1362,18465,0,0,2162,55570,,,,,,17.1,5.1,51.8,249.7,531106,23168,14.7,147
12/4/20,5288,84279,,,1375,19840,0,0,2066,57636,,,,,,17.1,5.1,51.8,249.7,558249,24849,13.6,136
13/4/20,4342,88621,,,1231,21071,0,0,2160,59796,,,,,,17.1,5.1,51.8,249.7,584018,26613,7.6,76
14/4/20,5252,93873,,,1253,22324,0,0,2088,61884,5842.66,5791.31,5894.71,5778.98,1043769984,17.1,5.1,51.8,249.7,610709,29318,5.8,58
15/4/20,4603,98476,,,1276,23600,0,0,1880,63764,5791.31,5597.65,5791.71,5576.35,1199273728,17.1,5.1,51.8,249.7,640742,32070,8.4,84
16/4/20,4617,103093,,,1322,24922,0,0,2012,65776,5597.65,5628.43,5657.63,5577.78,1046951232,17.1,5.1,51.8,249.7,672355,34419,10.7,107
17/4/20,5599,108692,,,1270,26192,0,0,1966,67742,5628.43,5786.96,5839.33,5628.43,1189974400,17.1,5.1,51.8,249.7,703864,36708,10.6,106
18/4/20,5525,114217,,,1187,27379,0,0,1629,69371,,,,,,17.1,5.1,51.8,249.7,732262,38659,8.2,82
19/4/20,5850,120067,,,1122,28501,0,0,1657,71028,,,,,,17.1,5.1,51.8,249.7,757596,40179,10.5,105
20/4/20,4676,124743,,532229,1158,29659,0,0,1737,72765,5786.96,5812.83,5823.93,5707.73,817649216,17.1,5.1,51.8,249.7,784991,42016,10,100
21/4/20,4301,129044,22763,554992,1085,30744,0,0,1713,74478,5812.83,5641.03,5812.83,5641.03,881173760,17.1,5.1,51.8,249.7,810505,44688,11.6,116
22/4/20,4451,133495,23074,578066,1102,31846,0,0,1527,76005,5641.03,5770.63,5777.06,5641.03,813598080,17.1,5.1,51.8,249.7,839336,47059,12.1,121
23/4/20,4583,138078,28027,606093,1038,32884,0,0,1513,77518,5770.63,5826.61,5843.61,5735.93,825518208,17.1,5.1,51.8,249.7,873112,49228,12.8,128
24/4/20,5386,143464,28226,634319,1004,33888,0,0,1525,79043,5826.61,5752.23,5827.24,5728.8,793929728,17.1,5.1,51.8,249.7,909853,51360,12.3,123
25/4/20,4913,148377,29058,663377,919,34807,0,0,1255,80298,,,,,,17.1,5.1,51.8,249.7,944261,53327,11,110
26/4/20,4463,152840,31610,694987,893,35700,0,0,1355,81653,,,,,,17.1,5.1,51.8,249.7,970996,54580,10.9,109
27/4/20,4309,157149,31566,726553,865,36565,0,0,1538,83191,5752.23,5846.79,5855.61,5752.23,750351936,17.1,5.1,51.8,249.7,994193,56022,11.3,113
28/4/20,3996,161145,45264,771817,801,37366,0,0,1517,84708,5846.79,5958.5,5977.76,5835.92,1183685248,17.1,5.1,51.8,249.7,1018844,58416,8,80
29/4/20,4076,165221,67780,839597,817,38183,0,0,1489,86197,5958.5,6115.25,6129.6,5950.83,1261201536,17.1,5.1,51.8,249.7,1045399,60930,9.2,92
30/4/20,6032,171253,83087,922684,780,38963,0,0,1443,87640,6115.25,5901.21,6151.58,5897.91,1857087232,17.1,5.1,51.8,249.7,1075756,63140,8.7,87
1/5/20,6201,177454,74142,996826,786,39749,0,0,1262,88902,5901.21,5763.06,5901.21,5746.06,778055232,19.9,6.4,0.2,339.5,1109726,64902,9.3,93
2/5/20,4806,182260,63561,1060387,704,40453,0,0,1180,90082,,,,,,19.9,6.4,0.2,339.5,1139200,66485,9.7,97
3/5/20,4339,186599,68203,1128590,662,41115,0,0,1188,91270,,,,,,19.9,6.4,0.2,339.5,1165340,67816,9.9,99
4/5/20,3985,190584,79600,1208190,673,41788,0,0,1250,92520,5763.06,5753.78,5792.85,5702.03,984594688,19.9,6.4,0.2,339.5,1187302,68905,11.4,114
5/5/20,4406,194990,62154,1270344,642,42430,0,0,1146,93666,5753.78,5849.42,5869.45,5753.78,953452672,19.9,6.4,0.2,339.5,1211011,71139,9.7,97
6/5/20,6111,201101,76846,1347190,622,43052,0,0,1206,94872,5849.42,5853.76,5897.44,5839.57,843421440,19.9,6.4,0.2,339.5,1235517,73847,10,100
7/5/20,5614,206715,77465,1424655,631,43683,0,0,1165,96037,5853.76,5935.98,5941.86,5853.6,929965056,19.9,6.4,0.2,339.5,1263995,75805,12.5,125
8/5/20,4649,211364,76967,1501622,569,44252,0,0,910,96947,,,,,,19.9,6.4,0.2,339.5,1291643,77380,15.2,152
9/5/20,3896,215260,77152,1578774,539,44791,0,0,943,97890,,,,,,19.9,6.4,0.2,339.5,1316511,78834,15.4,154
10/5/20,3923,219183,76507,1655281,493,45284,0,0,915,98805,,,,,,19.9,6.4,0.2,339.5,1336828,79766,10.7,107
11/5/20,3877,223060,70415,1725696,428,45712,0,0,1029,99834,5935.98,5939.73,5999.13,5898.32,958813888,19.9,6.4,0.2,339.5,1354449,80748,6.6,66
12/5/20,3403,226463,74593,1800289,441,46153,0,0,983,100817,5939.73,5994.77,6012.98,5911.37,925145664,19.9,6.4,0.2,339.5,1376749,82400,6.3,63
13/5/20,3242,229705,83876,1884165,455,46608,0,0,966,101783,5994.77,5904.05,5994.77,5893.35,983610496,19.9,6.4,0.2,339.5,1397894,84168,7.5,75
14/5/20,3446,233151,84706,1968871,465,47073,0,0,909,102692,5904.05,5741.54,5904.05,5661.14,1141461120,19.9,6.4,0.2,339.5,1424856,85906,6.3,63
15/5/20,3560,236711,91341,2060212,420,47493,0,0,870,103562,5741.54,5799.77,5837.88,5741.54,909899840,19.9,6.4,0.2,339.5,1451093,87499,8.2,82
16/5/20,3450,240161,91360,2151572,418,47911,0,0,813,104375,,,,,,19.9,6.4,0.2,339.5,1474752,88724,10.5,105
17/5/20,3562,243723,81278,2232850,376,48287,0,0,792,105167,,,,,,19.9,6.4,0.2,339.5,1493766,89568,11.9,119
18/5/20,2683,246406,70126,2302976,407,48694,0,0,848,106015,5799.77,6048.59,6058.17,5799.61,899165952,19.9,6.4,0.2,339.5,1515593,90414,13.4,134
19/5/20,2412,248818,77760,2380736,372,49066,0,0,881,106896,6048.59,6002.23,6111.96,5965.1,986795712,19.9,6.4,0.2,339.5,1536570,91934,16.2,162
20/5/20,-525,248293,86633,2467369,353,49419,0,0,851,107747,6002.23,6067.16,6074.46,5961.56,910308608,19.9,6.4,0.2,339.5,1559640,93411,16.8,168
21/5/20,2615,250908,105664,2573033,342,49761,0,0,842,108589,6067.16,6015.25,6093.74,6004.1,942274752,19.9,6.4,0.2,339.5,1585373,94722,15.9,159
22/5/20,3287,254195,91197,2664230,300,50061,0,0,739,109328,6015.25,5993.28,6015.25,5888.58,979113920,19.9,6.4,0.2,339.5,1609172,96010,16,160
23/5/20,2959,257154,91838,2756068,284,50345,0,0,643,109971,,,,,,19.9,6.4,0.2,339.5,1631440,97060,13.1,131
24/5/20,2405,259559,59467,2815535,281,50626,0,0,587,110558,,,,,,19.9,6.4,0.2,339.5,1651471,97680,14.8,148
25/5/20,1625,261184,148345,2963880,278,50904,0,0,602,111160,,,,,,19.9,6.4,0.2,339.5,1670571,98190,14.3,143
26/5/20,4043,265227,77921,3041801,299,51203,0,0,698,111858,5993.28,6067.76,6130.12,5993.28,1169590656,19.9,6.4,0.2,339.5,1689467,98937,15.8,158
27/5/20,2013,267240,82672,3124473,281,51484,0,0,712,112570,6067.76,6144.25,6167.96,6067.76,1477341696,19.9,6.4,0.2,339.5,1708211,100422,16,160
28/5/20,1887,269127,101754,3226227,286,51770,0,0,702,113272,6144.25,6218.79,6234.04,6144.25,1194641280,19.9,6.4,0.2,339.5,1730723,101622,15.9,159
29/5/20,2095,271222,105459,3331686,254,52024,0,0,614,113886,6218.79,6076.6,6218.79,6060.16,2213403648,19.9,6.4,0.2,339.5,1755271,102812,15.8,158
30/5/20,1604,272826,96998,3428684,219,52243,0,0,568,114454,,,,,,19.9,6.4,0.2,339.5,1778668,103775,15.7,157
31/5/20,1936,274762,82243,3510927,195,52438,0,0,528,114982,,,,,,19.9,6.4,0.2,339.5,1799302,104379,16.4,164
1/6/20,1570,276332,70607,3581534,199,52637,0,0,604,115586,6076.6,6166.42,6179.34,6076.6,733421120,20.7,11.1,59.6,212.6,1821199,105113,16.3,163
2/6/20,1653,277985,92698,3674232,232,52869,0,0,668,116254,6166.42,6220.14,6238.25,6165.05,1167966336,20.7,11.1,59.6,212.6,1841990,106195,16.2,162
3/6/20,1871,279856,102014,3776246,203,53072,0,0,633,116887,6220.14,6382.41,6394.7,6220.14,1193777408,20.7,11.1,59.6,212.6,1861977,107184,13.1,131
4/6/20,1805,281661,99484,3875730,183,53255,0,0,565,117452,6382.41,6341.44,6402.57,6314.59,1031505792,20.7,11.1,59.6,212.6,1883593,108192,11.1,111
5/6/20,1650,283311,102931,3978661,185,53440,0,0,475,117927,6341.44,6484.3,6489.99,6341.44,1391506176,20.7,11.1,59.6,212.6,1912302,109304,11.6,116
6/6/20,1557,284868,93606,4072267,150,53590,0,0,406,118333,,,,,,20.7,11.1,59.6,212.6,1934818,110032,10.5,105
7/6/20,1326,286194,87036,4159303,162,53752,0,0,407,118740,,,,,,20.7,11.1,59.6,212.6,1953434,110422,12.2,122
8/6/20,1205,287399,105452,4264755,161,53913,0,0,412,119152,6484.3,6472.59,6511.84,6423.06,1285491712,20.7,11.1,59.6,212.6,1971641,111144,11.8,118
9/6/20,1741,289140,94408,4359163,137,54050,0,0,492,119644,6472.59,6335.72,6475.01,6325.07,1222015104,20.7,11.1,59.6,212.6,1990446,112174,12.1,121
10/6/20,1003,290143,101108,4460271,166,54216,0,0,512,120156,6335.72,6329.13,6387.35,6293.83,1040511424,20.7,11.1,59.6,212.6,2013298,113103,12.5,125
11/6/20,1266,291409,103038,4563309,120,54336,0,0,446,120602,6329.13,6076.7,6329.13,6076.7,1108783872,20.7,11.1,59.6,212.6,2036500,113980,14,140
12/6/20,1541,292950,99704,4663013,135,54471,0,0,392,120994,6076.7,6105.18,6184.29,5993.2,1053212928,20.7,11.1,59.6,212.6,2061993,114759,15.1,151
13/6/20,1425,294375,99829,4762842,100,54571,0,0,385,121379,,,,,,20.7,11.1,59.6,212.6,2087327,115451,17.5,175
14/6/20,1514,295889,70381,4833223,136,54707,0,0,364,121743,,,,,,20.7,11.1,59.6,212.6,2106457,115768,16.4,164
15/6/20,968,296857,71402,4904625,107,54814,0,0,440,122183,6105.18,6064.7,6105.18,5952.44,828541888,20.7,11.1,59.6,212.6,2126574,116216,17.3,173
16/6/20,1279,298136,80862,4985487,120,54934,0,0,455,122638,6064.7,6242.79,6299.02,6064.7,1023935872,20.7,11.1,59.6,212.6,2151459,116985,17.2,172
17/6/20,1115,299251,86438,5071925,105,55039,0,0,432,123070,6242.79,6253.25,6309.74,6233.24,857823040,20.7,11.1,59.6,212.6,2177114,117746,16.3,163
18/6/20,1218,300469,93483,5165408,90,55129,0,0,403,123473,6253.25,6224.07,6284.96,6184.88,776721216,20.7,11.1,59.6,212.6,2205173,118473,14.3,143
19/6/20,1346,301815,90547,5255955,88,55217,0,0,336,123809,6224.07,6292.6,6319.81,6224.07,1668162304,20.7,11.1,59.6,212.6,2236009,119171,14.8,148
20/6/20,1295,303110,83749,5339704,87,55304,0,0,257,124066,,,,,,20.7,11.1,59.6,212.6,2268034,119717,15.9,159
21/6/20,1221,304331,60667,5400371,79,55383,0,0,288,124354,,,,,,20.7,11.1,59.6,212.6,2294413,119974,16.1,161
22/6/20,958,305289,66126,5466497,83,55466,0,0,394,124748,6292.6,6244.62,6309.04,6225.53,712751488,20.7,11.1,59.6,212.6,2324879,120334,14.8,148
23/6/20,921,306210,73646,5540143,97,55563,0,0,363,125111,6244.62,6320.12,6342.19,6244.62,669064960,20.7,11.1,59.6,212.6,2359939,121167,18.7,187
24/6/20,652,306862,91135,5631278,101,55664,0,0,368,125479,6320.12,6123.69,6320.12,6123.69,699253888,20.7,11.1,59.6,212.6,2396928,121934,21.6,216
25/6/20,1118,307980,151695,5782973,108,55772,0,0,324,125803,6123.69,6147.14,6162.44,6029.25,748002496,20.7,11.1,59.6,212.6,2438101,124400,22.6,226
26/6/20,1380,309360,105971,5888944,79,55851,0,0,340,126143,6147.14,6159.3,6262.13,6147.14,678514176,20.7,11.1,59.6,212.6,2483629,125033,21.7,217
27/6/20,890,310250,100631,5989575,73,55924,0,0,287,126430,,,,,,20.7,11.1,59.6,212.6,2525928,125544,16.3,163
28/6/20,901,311151,83917,6073492,71,55995,0,0,208,126638,,,,,,20.7,11.1,59.6,212.6,2565436,125815,13.7,137
29/6/20,814,311965,78126,6151618,69,56064,0,0,220,126858,6159.3,6225.77,6251.96,6122.95,715302336,20.7,11.1,59.6,212.6,2604932,126162,13.5,135
30/6/20,689,312654,121064,6272682,81,56145,0,0,295,127153,6225.77,6169.74,6237.51,6146.98,820843264,20.7,11.1,59.6,212.6,2653321,127462,14.7,147
1/7/20,829,313483,123537,6396219,54,56199,0,0,269,127422,6169.74,6157.96,6201.95,6084.48,671858112,22.1,11.4,29.8,209.6,2703296,128104,16.6,166
2/7/20,-29726,283757,136149,6532368,61,56260,0,0,218,127640,6157.96,6240.36,6258.6,6157.96,781700800,22.1,11.4,29.8,209.6,2758855,128827,14.6,146
3/7/20,519,284276,139473,6671841,46,56306,0,0,214,127854,6240.36,6157.3,6262.71,6137.09,492218880,22.1,11.4,29.8,209.6,2816009,129418,13.9,139
